city_development_index,relevent_experience,education_level,experience,last_new_job,target,training Impact
0.92,0,2.0,0.0,0.0,0,46.0
0.624,1,2.0,0.0,1.0,0,54.912
0.754,1,2.0,0.0,4.0,0,61.074
0.92,1,2.0,0.0,1.0,0,6.44
0.624,0,2.0,0.0,0.0,0,136.032
0.91,1,2.0,0.0,5.0,0,56.42
0.92,1,2.0,0.0,1.0,0,76.36
0.939,1,2.0,0.0,5.0,0,10.328999999999999
0.926,0,2.0,0.0,5.0,0,9.26
0.939,1,2.0,0.0,1.0,0,107.04599999999999
0.624,1,2.0,0.0,1.0,0,22.464
0.804,0,2.0,0.0,1.0,0,13.668000000000001
0.91,0,2.0,0.0,0.0,1,72.8
0.92,1,2.0,0.0,5.0,0,99.36
0.92,1,2.0,0.0,2.0,0,41.4
0.92,0,2.0,0.0,0.0,0,70.84
0.926,1,2.0,0.0,2.0,0,7.408
0.878,0,2.0,0.0,1.0,0,24.584
0.727,1,2.0,0.0,5.0,0,26.899
0.91,0,2.0,0.0,2.0,1,98.28
0.92,1,2.0,0.0,2.0,0,149.04000000000002
0.754,1,2.0,0.0,5.0,0,30.914
0.903,1,2.0,0.0,4.0,0,3.612
0.884,0,2.0,0.0,1.0,0,36.244
0.903,1,2.0,0.0,2.0,0,10.836
0.92,1,2.0,0.0,1.0,0,174.8
0.624,1,2.0,0.0,5.0,1,18.096
0.92,1,2.0,0.0,1.0,0,10.120000000000001
0.92,0,2.0,0.0,1.0,0,27.6
0.92,1,2.0,0.0,5.0,0,35.88
0.804,1,2.0,0.0,1.0,0,12.864
0.926,0,2.0,0.0,5.0,0,4.63
0.698,0,2.0,0.0,0.0,0,27.221999999999998
0.926,1,2.0,0.0,5.0,0,26.854000000000003
0.624,1,2.0,0.0,2.0,0,131.04
0.92,0,2.0,0.0,1.0,0,49.68
0.92,1,2.0,0.0,3.0,0,40.480000000000004
0.91,1,2.0,0.0,5.0,0,42.77
0.92,1,2.0,0.0,5.0,0,68.08
0.624,1,2.0,0.0,1.0,1,4.992
0.624,0,2.0,0.0,0.0,1,12.48
0.92,1,2.0,0.0,1.0,0,149.04000000000002
0.893,0,2.0,0.0,1.0,0,98.23
0.762,1,2.0,0.0,1.0,0,199.644
0.836,1,2.0,0.0,1.0,0,5.016
0.6659999999999999,1,2.0,0.0,1.0,1,12.653999999999998
0.6659999999999999,0,2.0,0.0,5.0,1,15.317999999999998
0.624,0,2.0,0.0,1.0,1,66.768
0.897,1,2.0,0.0,5.0,0,120.19800000000001
0.926,1,2.0,0.0,1.0,0,37.04
0.884,1,2.0,0.0,1.0,0,9.724
0.92,1,2.0,0.0,3.0,0,93.84
0.624,0,2.0,0.0,0.0,0,62.4
0.923,0,2.0,0.0,0.0,0,27.69
0.92,0,2.0,0.0,1.0,1,18.400000000000002
0.92,1,2.0,0.0,3.0,0,3.68
0.91,0,2.0,0.0,0.0,0,13.65
0.624,0,2.0,0.0,1.0,1,8.736
0.923,0,2.0,0.0,0.0,0,95.069
0.92,1,2.0,0.0,2.0,0,36.800000000000004
0.91,1,2.0,0.0,2.0,0,24.57
0.926,0,2.0,0.0,5.0,0,42.596000000000004
0.926,1,2.0,0.0,5.0,0,101.86
0.92,1,2.0,0.0,1.0,0,88.32000000000001
0.92,1,2.0,0.0,2.0,0,52.440000000000005
0.92,1,2.0,0.0,1.0,0,220.8
0.949,1,2.0,0.0,4.0,0,39.858
0.939,1,2.0,0.0,1.0,1,15.024
0.64,1,2.0,0.0,0.0,1,25.6
0.92,1,2.0,0.0,2.0,0,86.48
0.794,0,2.0,0.0,1.0,0,127.04
0.878,0,2.0,0.0,1.0,0,21.95
0.516,1,2.0,0.0,1.0,0,5.676
0.878,1,2.0,0.0,1.0,0,25.462
0.698,1,2.0,0.0,1.0,0,16.054
0.727,1,2.0,0.0,2.0,0,82.151
0.754,1,2.0,0.0,2.0,0,42.224000000000004
0.924,0,2.0,0.0,1.0,1,36.036
0.92,0,2.0,0.0,1.0,0,18.400000000000002
0.92,1,2.0,0.0,1.0,0,36.800000000000004
0.92,1,2.0,0.0,5.0,0,51.52
0.555,0,2.0,0.0,1.0,0,58.830000000000005
0.926,1,2.0,0.0,2.0,0,59.264
0.754,1,2.0,0.0,1.0,0,38.454
0.855,1,2.0,0.0,2.0,0,35.055
0.92,1,2.0,0.0,5.0,0,138.0
0.579,1,2.0,0.0,1.0,0,185.27999999999997
0.897,1,2.0,0.0,0.0,0,17.94
0.624,0,2.0,0.0,1.0,1,5.616
0.804,1,2.0,0.0,1.0,0,59.496
0.624,1,2.0,0.0,1.0,1,80.496
0.855,1,2.0,0.0,1.0,0,35.91
0.913,0,2.0,0.0,0.0,0,52.954
0.92,0,2.0,0.0,1.0,1,115.92
0.92,0,2.0,0.0,1.0,1,41.4
0.923,1,2.0,0.0,5.0,0,153.21800000000002
0.913,1,2.0,0.0,1.0,0,100.43
0.92,1,2.0,0.0,1.0,0,34.04
0.804,1,2.0,0.0,1.0,1,76.38000000000001
0.92,1,2.0,0.0,5.0,1,26.68
0.926,1,2.0,0.0,5.0,0,28.706000000000003
0.743,0,2.0,0.0,5.0,0,72.071
0.926,0,2.0,0.0,0.0,0,14.816
0.92,0,2.0,0.0,0.0,0,12.88
0.804,1,2.0,0.0,5.0,0,165.62400000000002
0.92,1,2.0,0.0,1.0,0,187.68
0.92,1,2.0,0.0,2.0,0,106.72
0.804,1,2.0,0.0,4.0,0,129.44400000000002
0.92,1,2.0,0.0,5.0,1,23.0
0.92,1,2.0,0.0,5.0,0,86.48
0.92,1,2.0,0.0,5.0,0,14.72
0.698,1,2.0,0.0,1.0,0,69.8
0.92,1,2.0,0.0,0.0,0,98.44
0.769,1,2.0,0.0,1.0,0,13.073
0.91,1,2.0,0.0,1.0,0,127.4
0.939,1,2.0,0.0,2.0,0,70.425
0.939,1,2.0,0.0,1.0,0,55.400999999999996
0.899,1,2.0,0.0,1.0,0,131.254
0.865,0,2.0,0.0,0.0,0,261.23
0.855,1,2.0,0.0,2.0,1,35.91
0.92,1,2.0,0.0,1.0,0,120.52000000000001
0.698,1,2.0,0.0,4.0,0,51.651999999999994
0.91,1,2.0,0.0,1.0,0,20.02
0.804,0,2.0,0.0,0.0,1,42.612
0.913,1,2.0,0.0,5.0,0,130.559
0.855,1,2.0,0.0,2.0,0,61.56
0.92,1,2.0,0.0,1.0,0,6.44
0.897,0,2.0,0.0,1.0,0,163.254
0.915,1,2.0,0.0,4.0,0,45.75
0.887,1,2.0,0.0,1.0,0,72.734
0.91,1,2.0,0.0,1.0,0,52.78
0.924,1,2.0,0.0,1.0,0,86.85600000000001
0.624,1,2.0,0.0,2.0,1,37.44
0.802,1,2.0,0.0,4.0,0,99.44800000000001
0.6890000000000001,0,2.0,0.0,2.0,0,31.694000000000003
0.698,0,2.0,0.0,2.0,1,39.785999999999994
0.92,1,2.0,0.0,1.0,0,15.64
0.92,1,2.0,0.0,5.0,0,92.92
0.698,0,2.0,0.0,0.0,0,21.637999999999998
0.897,1,2.0,0.0,1.0,0,32.292
0.893,1,2.0,0.0,4.0,0,176.814
0.91,0,2.0,0.0,0.0,0,28.21
0.55,1,2.0,0.0,1.0,0,6.6000000000000005
0.92,1,2.0,0.0,1.0,0,28.52
0.92,1,2.0,0.0,5.0,1,23.92
0.92,1,2.0,0.0,1.0,0,50.6
0.624,1,2.0,0.0,5.0,1,4.992
0.91,1,2.0,0.0,5.0,0,34.58
0.899,1,2.0,0.0,2.0,0,7.192
0.878,1,2.0,0.0,3.0,1,28.096
0.7759999999999999,1,2.0,0.0,5.0,0,39.57599999999999
0.804,1,2.0,0.0,2.0,0,17.688000000000002
0.926,1,2.0,0.0,1.0,0,15.742
0.91,0,4.0,0.0,0.0,0,21.84
0.899,1,2.0,0.0,1.0,0,17.081
0.624,1,2.0,0.0,2.0,1,28.704
0.91,1,2.0,0.0,5.0,0,13.65
0.92,1,2.0,0.0,5.0,1,21.16
0.893,1,2.0,0.0,5.0,0,33.934
0.624,0,2.0,0.0,0.0,1,28.704
0.804,0,2.0,0.0,0.0,0,172.056
0.92,1,2.0,0.0,5.0,0,47.84
0.92,0,2.0,0.0,0.0,1,20.240000000000002
0.926,1,2.0,0.0,2.0,0,60.190000000000005
0.92,1,2.0,0.0,1.0,0,58.88
0.92,1,2.0,0.0,4.0,0,79.12
0.887,0,2.0,0.0,1.0,1,46.124
0.897,1,2.0,0.0,5.0,0,18.837
0.926,0,2.0,0.0,1.0,0,79.63600000000001
0.897,0,2.0,0.0,4.0,1,258.336
0.91,1,2.0,0.0,5.0,0,48.230000000000004
0.939,1,2.0,0.0,1.0,0,56.339999999999996
0.91,1,2.0,0.0,5.0,0,161.98000000000002
0.939,1,2.0,0.0,2.0,0,155.874
0.924,1,2.0,0.0,1.0,0,57.288000000000004
0.624,1,2.0,0.0,1.0,0,21.84
0.92,1,2.0,0.0,5.0,0,97.52000000000001
0.836,0,2.0,0.0,0.0,0,48.488
0.698,1,2.0,0.0,2.1882634428913237,1,30.711999999999996
0.91,1,2.0,0.0,1.0,0,65.52
0.92,1,2.0,0.0,1.0,0,73.60000000000001
0.939,1,2.0,0.0,2.0,0,155.874
0.895,1,2.0,0.0,1.0,0,22.375
0.92,1,2.0,0.0,0.0,0,100.28
0.884,1,2.0,0.0,1.0,0,32.708
0.55,0,2.0,0.0,0.0,1,30.250000000000004
0.92,0,4.0,0.0,0.0,0,29.44
0.89,0,2.0,0.0,3.0,0,45.39
0.92,1,2.0,0.0,1.0,0,77.28
0.926,1,2.0,0.0,1.0,0,66.672
0.887,1,2.0,0.0,1.0,0,41.689
0.855,0,2.0,0.0,4.0,0,40.185
0.754,1,2.0,0.0,2.0,0,15.08
0.624,1,2.0,0.0,1.0,1,123.552
0.92,0,2.0,0.0,1.0,0,58.88
0.8959999999999999,1,2.0,0.0,5.0,1,20.607999999999997
0.884,0,2.0,0.0,3.0,0,84.864
0.624,0,2.0,0.0,0.0,0,190.944
0.754,1,2.0,0.0,1.0,0,6.032
0.762,1,2.0,0.0,1.0,0,36.576
0.624,1,2.0,0.0,1.0,1,61.152
0.926,0,2.0,0.0,0.0,0,42.596000000000004
0.92,0,2.0,0.0,1.0,1,48.760000000000005
0.92,1,2.0,0.0,1.0,0,93.84
0.92,0,2.0,0.0,1.0,0,69.92
0.92,0,2.0,0.0,0.0,0,39.56
0.92,0,2.0,0.0,5.0,0,29.44
0.855,1,2.0,0.0,1.0,0,46.17
0.767,1,2.0,0.0,1.0,0,5.369
0.884,1,2.0,0.0,2.0,1,284.648
0.847,1,2.0,0.0,0.0,0,81.312
0.92,1,2.0,0.0,1.0,0,6.44
0.91,1,2.0,0.0,1.0,0,48.230000000000004
0.855,1,2.0,0.0,1.0,0,137.655
0.897,0,2.0,0.0,1.0,0,9.867
0.8270000000000001,1,2.0,0.0,2.0,0,4.962000000000001
0.624,0,2.0,0.0,1.0,1,44.928
0.794,1,2.0,0.0,1.0,0,144.508
0.939,1,2.0,0.0,5.0,0,62.913
0.527,0,2.0,0.0,1.0,0,26.35
0.884,0,2.0,0.0,1.0,0,14.144
0.91,1,2.0,0.0,5.0,0,34.58
0.92,1,2.0,0.0,1.0,0,90.16000000000001
0.698,0,2.0,0.0,2.0,1,4.885999999999999
0.92,0,2.0,0.0,1.0,0,80.96000000000001
0.884,1,2.0,0.0,2.0,0,99.008
0.7659999999999999,1,2.0,0.0,0.0,1,22.979999999999997
0.738,1,2.0,0.0,1.0,0,6.6419999999999995
0.855,0,2.0,0.0,1.0,0,30.78
0.91,1,2.0,0.0,4.0,0,21.84
0.92,1,2.0,0.0,1.0,0,25.76
0.878,1,2.0,0.0,1.0,0,145.748
0.624,1,2.0,0.0,2.0,1,38.064
0.762,1,2.0,0.0,3.0,0,18.288
0.91,0,2.0,0.0,1.0,1,7.28
0.903,1,2.0,0.0,1.0,0,120.099
0.855,1,2.0,0.0,5.0,0,122.265
0.878,1,2.0,0.0,5.0,0,25.462
0.92,1,2.0,0.0,1.0,0,48.760000000000005
0.92,1,2.0,0.0,5.0,1,10.120000000000001
0.624,1,2.0,0.0,1.0,0,4.368
0.762,1,2.0,0.0,5.0,0,66.294
0.92,1,2.0,0.0,1.0,0,16.560000000000002
0.8270000000000001,1,2.0,0.0,1.0,1,62.852000000000004
0.624,1,2.0,0.0,1.0,0,71.136
0.92,0,2.0,5.0,2.1882634428913237,0,51.52
0.91,1,2.0,0.0,5.0,0,27.3
0.923,1,2.0,0.0,5.0,0,73.84
0.7759999999999999,1,2.0,0.0,0.0,0,40.352
0.624,1,2.0,0.0,1.0,0,8.112
0.767,1,2.0,0.0,0.0,0,32.214
0.767,1,2.0,0.0,1.0,1,42.952
0.624,0,2.0,0.0,0.0,1,7.4879999999999995
0.836,1,2.0,0.0,1.0,0,30.096
0.926,1,2.0,0.0,5.0,0,62.042
0.624,1,2.0,0.0,1.0,1,8.112
0.92,1,2.0,0.0,1.0,0,92.0
0.91,1,2.0,0.0,1.0,0,52.78
0.624,1,2.0,0.0,1.0,1,11.232
0.624,1,2.0,0.0,2.0,1,56.16
0.64,0,2.0,0.0,1.0,0,37.76
0.804,1,2.0,0.0,2.0,0,28.14
0.802,1,2.0,0.0,2.0,0,8.822000000000001
0.624,1,2.0,0.0,2.0,1,9.36
0.92,1,2.0,0.0,5.0,0,189.52
0.647,1,2.0,0.0,1.0,0,84.11
0.92,0,4.0,0.0,0.0,0,27.6
0.939,1,2.0,0.0,5.0,0,82.63199999999999
0.624,0,2.0,0.0,1.0,0,11.232
0.624,1,2.0,0.0,1.0,0,25.584
0.926,1,2.0,0.0,2.0,0,14.816
0.924,1,2.0,0.0,5.0,0,87.78
0.624,0,2.0,0.0,1.0,0,33.072
0.92,1,2.0,0.0,5.0,1,202.4
0.855,1,2.0,0.0,2.0,0,17.955
0.795,1,2.0,0.0,5.0,0,74.73
0.92,1,2.0,0.0,3.0,0,18.400000000000002
0.5579999999999999,0,2.0,0.0,0.0,1,26.225999999999996
0.92,1,2.0,0.0,2.0,0,55.2
0.624,1,2.0,0.0,4.0,1,48.672
0.92,0,2.0,0.0,1.0,0,4.6000000000000005
0.794,1,2.0,0.0,1.0,0,15.88
0.939,1,2.0,0.0,3.0,0,1.878
0.794,1,2.0,0.0,5.0,0,163.56400000000002
0.855,0,2.0,0.0,1.0,0,76.95
0.682,1,2.0,0.0,3.0,0,17.05
0.624,1,2.0,0.0,1.0,1,4.992
0.926,1,2.0,0.0,2.0,0,20.372
0.92,1,2.0,0.0,5.0,0,82.8
0.91,1,2.0,0.0,1.0,0,50.96
0.92,1,2.0,0.0,2.0,1,74.52000000000001
0.926,1,2.0,0.0,1.0,0,111.12
0.624,1,2.0,0.0,0.0,1,11.232
0.887,1,2.0,0.0,0.0,0,16.853
0.802,1,2.0,0.0,2.0,0,251.828
0.939,0,2.0,0.0,2.0,0,14.084999999999999
0.91,0,2.0,0.0,0.0,0,9.1
0.754,1,2.0,0.0,5.0,0,29.406
0.624,1,2.0,0.0,1.0,1,15.6
0.5579999999999999,0,2.0,0.0,1.0,1,81.46799999999999
0.624,1,2.0,0.0,1.0,0,16.224
0.7959999999999999,1,2.0,0.0,5.0,0,19.9
0.92,1,2.0,0.0,5.0,1,46.0
0.92,1,2.0,0.0,5.0,0,27.6
0.698,1,2.0,0.0,4.0,0,27.221999999999998
0.624,0,2.0,0.0,0.0,1,34.944
0.624,1,2.0,0.0,1.0,1,51.168
0.624,1,2.0,0.0,2.0,0,19.968
0.91,1,2.0,0.0,1.0,1,39.13
0.55,1,2.0,0.0,5.0,1,8.25
0.74,0,2.0,0.0,1.0,1,15.54
0.855,1,2.0,0.0,2.0,0,193.23
0.92,1,2.0,0.0,1.0,0,55.2
0.579,1,2.0,0.0,1.0,0,5.210999999999999
0.624,1,2.0,0.0,1.0,0,31.2
0.754,0,2.0,0.0,1.0,1,211.12
0.91,1,2.0,0.0,2.0,0,82.81
0.624,1,2.0,0.0,1.0,1,9.36
0.92,1,2.0,0.0,2.0,0,12.88
0.91,1,2.0,0.0,1.0,0,67.34
0.624,1,2.0,0.0,2.0,1,26.832
0.926,1,2.0,0.0,1.0,0,48.152
0.939,0,2.0,0.0,1.0,0,70.425
0.624,1,2.0,0.0,1.0,1,33.696
0.754,0,2.0,0.0,1.0,0,37.7
0.698,1,2.0,0.0,0.0,0,69.8
0.895,1,2.0,0.0,1.0,0,37.59
0.91,1,2.0,0.0,4.0,0,10.01
0.91,1,2.0,0.0,2.0,0,67.34
0.802,1,2.0,0.0,1.0,0,13.634
0.89,1,2.0,0.0,5.0,0,80.1
0.855,0,2.0,0.0,2.0,0,200.07
0.624,0,2.0,0.0,3.0,1,6.864
0.924,1,2.0,0.0,1.0,0,150.612
0.91,1,2.0,0.0,4.0,0,8.19
0.855,0,2.0,0.0,0.0,0,30.78
